route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
112-4799,112,"Griffith Uni Mt Gravatt - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/112,E463A4,000000
113-4799,113,"Mt Gravatt Central - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/113,E463A4,000000
114-4799,114,"Tarragindi - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/114,E463A4,000000
115-4799,115,"Griffith University - Sunnybank Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/115,E463A4,000000
116-4799,116,"Upper Mt Gravatt - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/116,E463A4,000000
118-4799,118,"Forest Lake - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/118,E463A4,000000
119-4799,119,"QEII Hospital - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/119,E463A4,000000
120-4799,120,"Garden City - City via Tarragindi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/120,E463A4,000000
121-4799,121,"Salisbury - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/121,E463A4,000000
122-4799,122,"Inala - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/122,E463A4,000000
123-4799,123,"Griffith University - Garden City via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/123,E463A4,000000
125-4799,125,"Garden City - City/Valley via Salisbury",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/125,E463A4,000000
126-4799,126,"Heathwood - Sunnybank Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/126,E463A4,000000
127-4799,127,"Indooroopilly - Fairfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/127,E463A4,000000
130-4799,130,"Parkinson - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/130,E463A4,000000
131-4799,131,"Parkinson - City via Hellawell Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/131,E463A4,000000
132-4799,132,"Parkinson/Algester - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/132,E463A4,000000
134-4799,134,"Griffith University - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/134,E463A4,000000
135-4799,135,"Parkinson - Griffith Uni busway Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/135,E463A4,000000
137-4799,137,"Sunnybank Hills - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/137,E463A4,000000
138-4799,138,"Algester - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/138,E463A4,000000
139-4799,139,"Sunnybank Hills - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/139,E463A4,000000
140-4799,140,"Browns Plains - City Express via Mains Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/140,E463A4,000000
141-4799,141,"Browns Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/141,E463A4,000000
142-4799,142,"Browns Plains - City Bullet",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/142,E463A4,000000
150-4799,150,"Browns Plains - City Express via Runcorn",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/150,E463A4,000000
152-4799,152,"Stretton - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/152,E463A4,000000
153-4799,153,"Drewvale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/153,E463A4,000000
155-4799,155,"Eight Mile Plains - Griffith Uni via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/155,E463A4,000000
156-4799,156,"Stretton - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/156,E463A4,000000
161-4799,161,"Wishart Outlook - Griffith University busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/161,E463A4,000000
162-4799,162,"Eight Mile Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/162,E463A4,000000
169-4799,169,"Eight Mile Plains - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/169,E463A4,000000
171-4799,171,"Garden City - City Rocket via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/171,E463A4,000000
172-4799,172,"Garden City - PA Hospital via Greenslopes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/172,E463A4,000000
175-4799,175,"Garden City - City via Logan Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/175,E463A4,000000
176-4799,176,"Garden City - City Rocket via Logan Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/176,E463A4,000000
177-4799,177,"Carindale - Griffith Uni Mt Gravatt",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/177,E463A4,000000
179-4799,179,"Garden City - UQ Express via Newnham Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/179,E463A4,000000
180-4799,180,"Garden City - City Express via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/180,E463A4,000000
181-4799,181,"Carindale Heights - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/181,E463A4,000000
182-4799,182,"Garden City - Holland Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/182,E463A4,000000
183-4799,183,"Wishart - City Rocket via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/183,E463A4,000000
185-4799,185,"Garden City - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/185,E463A4,000000
186-4799,186,"Wishart - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/186,E463A4,000000
189-4799,189,"Holland Park - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/189,E463A4,000000
192-4799,192,"Yeronga - City via UQ Lakes and Highgate Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/192,E463A4,000000
195-4799,195,"New Farm - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/195,E463A4,000000
196-4799,196,"Fairfield Gardens - Merthyr via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/196,E463A4,000000
197-4799,197,"City - South Brisbane Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/197,E463A4,000000
198-4799,198,"Highgate Hill Hail 'n' Ride",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/198,E463A4,000000
199-4799,199,"West End - Teneriffe Ferry via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/199,E463A4,000000
200-4799,200,"Carindale Heights - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/200,E463A4,000000
201-4799,201,"Carindale Heights - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/201,E463A4,000000
202-4799,202,"Carindale - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/202,E463A4,000000
203-4799,203,"Carindale - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/203,E463A4,000000
204-4799,204,"Carindale - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/204,E463A4,000000
205-4799,205,"Carindale Heights - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/205,E463A4,000000
206-4799,206,"Carindale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/206,E463A4,000000
208-4799,208,"Carina - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/208,E463A4,000000
209-4799,209,"Carindale - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/209,E463A4,000000
210-4799,210,"Cannon Hill - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/210,E463A4,000000
211-4799,211,"Cannon Hill - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/211,E463A4,000000
212-4799,212,"Carindale - City/Valley via Seven Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/212,E463A4,000000
213-4799,213,"Cannon Hill - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/213,E463A4,000000
214-4799,214,"Cannon Hill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/214,E463A4,000000
215-4799,215,"Carindale - City Express via Tingalpa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/215,E463A4,000000
216-4799,216,"Tingalpa - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/216,E463A4,000000
217-4799,217,"Carindale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/217,E463A4,000000
220-4799,220,"Wynnum - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/220,E463A4,000000
221-4799,221,"Wynnum - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/221,E463A4,000000
222-4799,222,"Carindale - City Express via Eastern Busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/222,E463A4,000000
223-4799,223,"Wynnum Loop Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/223,E463A4,000000
224-4799,224,"Wynnum Loop Anti-Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/224,E463A4,000000
225-4799,225,"Wynnum - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/225,E463A4,000000
227-4799,227,"Wynnum - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/227,E463A4,000000
228-4799,228,"Cannon Hill - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/228,E463A4,000000
230-4799,230,"Balmoral - City via Riding Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/230,E463A4,000000
231-4799,231,"Balmoral - City Express via Riding Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/231,E463A4,000000
232-4799,232,"Cannon Hill - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/232,E463A4,000000
234-4799,234,"Woolloongabba - City Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/234,E463A4,000000
235-4799,235,"Balmoral - City/Valley via Thynne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/235,E463A4,000000
236-4799,236,"Balmoral - City Express via Thynne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/236,E463A4,000000
240-4867,240,"Capalaba - Wynnum",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/240,E463A4,000000
242-4867,242,"Wakerley - Carindale (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/242,E463A4,000000
243-4867,243,"Capalaba - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/243,E463A4,000000
250-4867,250,"Redland Bay - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/250,E463A4,000000
251-4867,251,"Ormiston - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/251,E463A4,000000
252-4867,252,"Capalaba - Cleveland via Alexandra Hills (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/252,E463A4,000000
253-4867,253,"Capalaba - Thorneside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/253,E463A4,000000
254-4867,254,"Capalaba - Wellington Point",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/254,E463A4,000000
255-4867,255,"Cleveland - Birkdale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/255,E463A4,000000
261-4857,261,"Mackenzie - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/261,E463A4,000000
262-4857,262,"Capalaba - Griffith University via Mackenzie",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/262,E463A4,000000
263-4867,263,"Capalaba - Sheldon (Avalon Rd)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/263,E463A4,000000
264-4867,264,"Capalaba - Alexandra Hills via Maridale Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/264,E463A4,000000
265-4867,265,"Maridale Park - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/265,E463A4,000000
266-4867,266,"Capalaba - Alexandra Hills (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/266,E463A4,000000
267-4867,267,"Alexandra Hills - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/267,E463A4,000000
270-4867,270,"Victoria Point Jetty - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/270,E463A4,000000
271-4867,271,"Toondah Harbour - Redlands",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/271,E463A4,000000
272-4867,272,"Redland Bay - Redland Hospital via Thornlands",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/272,E463A4,000000
273-4867,273,"Cleveland - Brisbane City via Redland Bay Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/273,E463A4,000000
274-4867,274,"Victoria Pt Jetty - Cleveland via Thornlands",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/274,E463A4,000000
275-4867,275,"Thornlands - Brisbane City via Finucane Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/275,E463A4,000000
276-4867,276,"Victoria Point - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/276,E463A4,000000
277-4867,277,"Victoria Point - Point Halloran (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/277,E463A4,000000
279-4867,279,"Victoria Point Jetty - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/279,E463A4,000000
280-4867,280,"Shoreline Ave Redland Bay - Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/280,E463A4,000000
281-4867,281,"Shoreline Ave Redland Bay - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/281,E463A4,000000
282-4867,282,"Victoria Pt - Logan Hyperdome",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/282,E463A4,000000
299-4857,299,"Rochedale - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/299,E463A4,000000
300-4799,300,"Toombul - City via Hamilton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/300,E463A4,000000
301-4799,301,"Toombul - City via Hendra",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/301,E463A4,000000
302-4799,302,"Pinkenba - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/302,E463A4,000000
303-4799,303,"Pinkenba - Doomben via Myrtletown",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/303,E463A4,000000
304-4799,304,"Northshore Hamilton Loop via Racecourse Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/304,E463A4,000000
305-4799,305,"Hamilton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/305,E463A4,000000
306-4799,306,"Nudgee/Toombul - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/306,E463A4,000000
307-4799,307,"Northgate East - Toombul Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/307,E463A4,000000
308-4799,308,"Toombul - Chermside Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/308,E463A4,000000
309-4799,309,"RBWH - City via Teneriffe",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/309,E463A4,000000
310-4799,310,"Brighton - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/310,E463A4,000000
311-4799,311,"Brighton - Sandgate (Community Bus 1)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/311,E463A4,000000
312-4799,312,"Sandgate - Brighton (Community Bus 2)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/312,E463A4,000000
313-4799,313,"Shorncliffe (Community Bus)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/313,E463A4,000000
314-4799,314,"Sandgate - Deagon & Shorncliffe (Community Bus)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/314,E463A4,000000
320-4799,320,"Chermside - City via Wavell Heights",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/320,E463A4,000000
321-4799,321,"Toombul - City via Kalinga",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/321,E463A4,000000
322-4799,322,"Chermside - City via Toombul",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/322,E463A4,000000
325-4799,325,"Boondall - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/325,E463A4,000000
326-4799,326,"Carseldine - Toombul via Sandgate, Geebung",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/326,E463A4,000000
327-4799,327,"Strathpine - Bracken Ridge & Toombul",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/327,E463A4,000000
329-4799,329,"Bracken Ridge - Carseldine via Lacey Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/329,E463A4,000000
330-4799,330,"Bracken Ridge - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/330,E463A4,000000
331-4799,331,"Bracken Ridge - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/331,E463A4,000000
332-4799,332,"Zillmere - City Rocket via Spring Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/332,E463A4,000000
333-4799,333,"Chermside - Woolloongabba via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/333,E463A4,000000
334-4799,334,"Chermside - City via Kedron",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/334,E463A4,000000
335-4799,335,"Sandgate - City Express via Kirby Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/335,E463A4,000000
336-4799,336,"Chermside Clockwise Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/336,E463A4,000000
337-4799,337,"Chermside Anti-Clockwise Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/337,E463A4,000000
338-4799,338,"City - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/338,E463A4,000000
340-4799,340,"Carseldine - Woolloongabba Express via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/340,E463A4,000000
341-4799,341,"Taigum - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/341,E463A4,000000
344-4799,344,"Carseldine - City Precincts Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/344,E463A4,000000
345-4799,345,"Aspley - City Express via Maundrell Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/345,E463A4,000000
346-4799,346,"Aspley - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/346,E463A4,000000
347-4799,347,"Stafford - City via Grange",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/347,E463A4,000000
348-4799,348,"Stafford - City via Gordon Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/348,E463A4,000000
349-4799,349,"Stafford - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/349,E463A4,000000
350-4799,350,"Aspley - City Express via Bridgeman Downs",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/350,E463A4,000000
351-4799,351,"Aspley - City Rocket via Bridgeman Downs",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/351,E463A4,000000
352-4799,352,"McDowall - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/352,E463A4,000000
353-4799,353,"Chermside - City via McDowall",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/353,E463A4,000000
354-4799,354,"Mitchelton - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/354,E463A4,000000
357-4799,357,"Brendale - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/357,E463A4,000000
358-4799,358,"Strathpine - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/358,E463A4,000000
359-4799,359,"Eatonvale - City Express via Albany Village",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/359,E463A4,000000
360-4799,360,"Brookside - City via Everton Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/360,E463A4,000000
361-4799,361,"Mitchelton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/361,E463A4,000000
362-4799,362,"Ashgrove - Brookside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/362,E463A4,000000
363-4799,363,"Herston - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/363,E463A4,000000
364-4799,364,"Herston - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/364,E463A4,000000
367-4799,367,"Great Western SC - Upper Kedron via Ferny Grove",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/367,E463A4,000000
369-4799,369,"Mitchelton - Toombul via Stafford",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/369,E463A4,000000
372-4799,372,"Ashgrove - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/372,E463A4,000000
373-4799,373,"Ashgrove - City via Ashgrove Avenue",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/373,E463A4,000000
375-4799,375,"Bardon - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/375,E463A4,000000
377-4799,377,"Ashgrove - City via Kennedy Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/377,E463A4,000000
378-4799,378,"Ashgrove - City via Arthur Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/378,E463A4,000000
379-4799,379,"Ashgrove - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/379,E463A4,000000
380-4799,380,"The Gap - City via Hilder Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/380,E463A4,000000
381-4799,381,"The Gap - City via Payne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/381,E463A4,000000
382-4799,382,"The Gap - City Rocket via Settlement Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/382,E463A4,000000
383-4799,383,"The Gap - City Rocket via Payne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/383,E463A4,000000
384-4799,384,"The Gap - City Precincts Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/384,E463A4,000000
385-4799,385,"The Gap - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/385,E463A4,000000
390-4799,390,"Mitchelton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/390,E463A4,000000
396-4799,396,"Mitchelton - Arana Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/396,E463A4,000000
397-4799,397,"Ferny Grove - Mitchelton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/397,E463A4,000000
398-4799,398,"Mitchelton - Ferny Grove",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/398,E463A4,000000
399-868,399,"Samford - Ferny Grove Station (Hail & Ride)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/399,E463A4,000000
402-4799,402,"Toowong - University of Qld",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/402,E463A4,000000
411-4799,411,"University of Qld - City via Hawken Drive",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/411,E463A4,000000
412-4799,412,"University of Qld - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/412,E463A4,000000
414-4799,414,"Indooroopilly - University of Qld via Taringa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/414,E463A4,000000
415-4799,415,"Indooroopilly - City via Taringa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/415,E463A4,000000
416-4799,416,"Duke Street - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/416,E463A4,000000
417-4799,417,"Long Pocket - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/417,E463A4,000000
425-4799,425,"Chapel Hill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/425,E463A4,000000
426-4799,426,"Kenmore - City Rocket via Chapel Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/426,E463A4,000000
427-4799,427,"Chapel Hill - University of Qld Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/427,E463A4,000000
428-4799,428,"Chapel Hill - University of Qld",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/428,E463A4,000000
430-4799,430,"Fig Tree Pocket - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/430,E463A4,000000
